hcr,sr,vcr,v_max,a_max,trip_key,label
0.04378660428939196,0.038921426035015076,0.0,1.1219027777777786,0.13657407407407401,10_3055-jeudi-45001-1,BUS
0.055255132442958155,0.0690689155536977,0.013813783110739539,1.1575777777777785,0.1389351851851852,10_3055-jeudi-45001-2,WALK
0.2246611335374178,0.15588731714841234,0.05960397420380472,1.3568444444444443,0.271898148148148,10_3055-lundi-44998-2,WALK
0.022680558120305096,0.03628889299248816,0.00453611162406102,0.46542222222222207,0.15402777777777776,10_3055-lundi-44998-2,WALK
0.2483490956142708,0.1837783307545604,0.044702837210568745,1.3195333333333337,0.3628240740740743,10_3055-mercredi-45000-1,TRAMWAY
0.5474547649834203,1.0748194468481829,0.10045041559328811,0.4708,0.10037037037037037,12_3246-lundi-45005-2,CAR
0.11868484954490069,0.06891378360671653,0.015314174134825895,1.2997777777777768,0.3459722222222224,12_3246-samedi-45010-1,CAR
0.036763007463455726,0.0,0.0,10.584549999999998,0.4135185185185187,12_3246-samedi-45010-2,CAR
0.0,0.0,0.0,18.460033333333335,0.9820833333333336,12_3246-samedi-45010-2,CAR
0.00044133118147766747,0.0,0.0008826623629553349,11.279427777777778,0.08999999999999808,12_3246-samedi-45010-2,CAR
0.8334777076045063,1.2358462561032335,0.11496244242820777,0.38488888888888895,0.10768518518518516,12_3246-lundi-45005-3,CAR
0.048179955722606194,0.048179955722606194,0.004817995572260619,1.3500138888888888,0.2142919389978213,12_3246-lundi-45005-4,CAR
0.0,0.0,0.34197499509045937,2.7040277777777777,0.09435185185185187,12_3246-lundi-45005-4,CAR
0.010597207053769963,0.0,0.0,6.3293333333333335,0.3056018518518518,12_3246-mardi-45006-1,TRAIN
0.022278876587481584,0.0,0.003182696655354512,5.150797222222222,0.5902777777777778,12_3246-mardi-45006-1,TRAIN
0.025495809472603284,0.0,0.0,4.9443222222222225,0.41013888888888883,12_3246-mardi-45006-1,TRAIN
0.09307708642777394,0.0832794983827451,0.02449397011257209,1.5815499999999998,0.34407407407407414,12_3246-mardi-45006-1,TRAIN
0.028518108242122416,0.0,0.0,5.824783333333333,0.4855092592592592,12_3246-mardi-45006-1,TRAIN
0.0,0.0,0.0,21.6132,1.4613888888888893,12_3246-mardi-45006-1,TRAIN
0.004599521670555519,0.0032853726218253707,0.0026282980974602966,7.69538888888889,0.46576998050682256,12_3246-mardi-45006-1,TRAIN
0.1415863080279894,0.13652965416984694,0.015169961574427437,1.423319444444445,0.2842592592592592,12_3246-mardi-45006-1,TRAIN
0.033219439322866376,0.0,0.0030199490293514888,6.789333333333333,0.6924074074074075,12_3246-mardi-45006-1,TRAIN
0.0,0.0,0.0,15.028486111111112,0.8659722222222226,12_3246-mardi-45006-1,TRAIN
0.0,0.0,0.0,10.476341666666668,0.15722222222222282,12_3246-mardi-45006-1,TRAIN
0.0015393173616351117,0.002190567014634582,0.0005328406251813849,1.1368888888888895,0.8469444444444445,12_3246-mardi-45006-2,SUBWAY
0.0,0.0,0.0,21.579080555555556,0.9100462962962962,12_3246-mardi-45006-2,SUBWAY
0.0,0.0,0.0,22.421102777777776,0.7425462962962963,12_3246-mardi-45006-2,SUBWAY
0.0,0.0,0.0,26.460099999999997,0.7487499999999998,12_3246-mardi-45006-2,SUBWAY
0.0,0.0,0.0,19.406366666666663,0.608009259259259,12_3246-mardi-45006-2,SUBWAY
0.0,0.0,0.0,21.641238888888886,0.6120370370370369,12_3246-mardi-45006-2,SUBWAY
0.0,0.0,0.0,7.8728888888888875,0.2683333333333335,12_3246-mardi-45006-2,SUBWAY
0.12619559223527982,0.12367168039057423,0.005047823689411193,1.228433333333332,0.1604629629629629,12_3246-mardi-45006-2,SUBWAY
